age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
45,4,246891,7,1,6,0,0,1,0,0,40,0
34,1,346034,13,5,8,1,0,1,0,0,35,2
22,1,412156,1,3,5,2,0,0,0,0,40,0
53,1,169846,0,4,5,5,0,0,0,0,40,0
18,1,135924,1,3,5,2,0,1,0,0,40,0
36,6,175255,0,4,4,5,0,0,0,0,35,0
44,1,167955,0,4,6,4,0,1,0,0,40,14
30,1,189620,1,1,3,0,0,0,6849,0,40,16
38,3,214542,1,1,8,1,1,0,0,0,40,0
37,1,76893,0,4,6,4,0,1,0,0,40,0
21,1,231866,0,3,10,2,0,1,0,0,65,0
39,3,103984,6,1,1,1,1,0,0,0,40,0
34,2,240283,0,1,7,1,0,0,0,0,40,0
21,1,265434,1,3,3,2,0,0,0,0,30,0
26,1,161007,6,3,5,2,0,1,0,0,30,0
47,6,39986,6,4,3,4,0,1,0,0,40,0
31,2,181824,6,4,3,5,0,0,0,1902,35,0
40,1,323790,1,4,4,4,0,1,0,0,40,0
33,1,118551,0,1,5,1,0,0,0,0,40,0
40,6,321187,6,3,3,1,0,0,0,0,45,0
31,1,240283,6,4,5,5,0,0,0,0,40,0
31,1,473133,7,4,3,4,0,1,5178,0,40,0
18,4,29582,8,3,6,2,0,1,0,0,40,0
50,1,150975,0,1,2,0,4,0,0,0,40,0
42,1,144002,0,1,7,0,0,1,0,0,50,0
44,2,166597,7,4,5,4,0,1,0,0,40,0
51,1,138514,10,1,11,1,1,0,0,0,48,0
47,6,51579,1,4,12,4,0,1,0,0,50,0
48,1,232840,1,0,5,1,0,0,0,0,43,0
39,1,103710,0,3,9,1,0,0,0,0,60,0
36,6,212856,8,3,4,1,0,0,0,0,23,0
17,0,161259,3,3,0,3,0,1,0,0,12,0
22,6,163205,0,3,4,2,0,0,0,0,53,0
37,2,48211,0,1,5,1,0,0,0,0,35,0
47,5,96798,0,4,1,4,0,1,0,0,80,0
61,0,72886,0,4,0,4,0,1,0,0,38,0
35,1,183800,6,4,5,4,0,1,0,0,40,0
56,5,216636,13,4,1,4,0,1,0,1651,40,0
29,4,181466,0,4,9,4,0,1,0,0,35,0
21,1,331611,1,4,4,4,0,1,0,0,50,0
53,1,285621,7,4,5,5,0,0,0,0,40,0
35,1,142874,9,5,9,2,1,0,0,0,36,0
32,2,159247,7,4,3,4,0,1,0,0,50,0
53,6,236873,7,4,1,4,1,1,0,0,40,0
50,1,548361,6,4,11,4,0,1,0,0,20,0
27,1,167031,6,3,3,1,3,0,0,0,33,0
32,1,121634,3,3,2,2,0,1,0,0,40,2
29,1,136017,3,3,6,0,0,1,0,0,48,0
39,1,107302,0,4,3,4,0,1,0,0,45,1
18,0,234648,8,3,0,2,1,1,0,0,15,0
56,2,143931,6,0,3,0,0,0,0,0,40,0
29,1,205249,7,4,1,4,2,1,0,0,40,19
51,1,176969,0,4,2,4,0,1,0,0,48,0
31,0,233371,0,4,0,5,1,0,0,0,45,0
24,1,85041,0,2,4,1,0,0,0,0,25,0
24,1,122234,1,3,5,0,1,0,0,0,20,1
27,1,168827,0,4,2,4,0,1,0,0,40,0
25,4,266668,0,3,3,0,0,1,0,0,40,0
58,1,293399,8,0,2,0,0,0,0,0,40,0
32,1,391874,0,4,6,4,0,1,0,0,40,0
45,1,234699,0,5,4,1,1,0,0,0,60,0
27,1,200227,10,4,5,5,1,0,0,0,40,0
41,1,425049,0,4,7,4,0,1,0,0,50,0
55,1,101468,0,4,6,4,0,1,3103,0,40,0
18,1,53109,8,3,4,2,4,1,0,0,20,0
49,4,208872,0,4,10,4,0,1,0,1672,98,0
30,1,190511,0,4,2,4,0,1,0,0,40,0
27,1,185647,0,4,2,4,0,1,0,0,50,0
50,1,193374,11,5,6,1,0,1,0,0,40,0
46,1,102359,1,4,1,4,0,1,0,0,50,0
31,1,207537,0,1,6,2,0,1,0,1669,50,0
30,1,130078,6,3,9,0,0,0,0,0,45,0
46,2,170165,0,2,5,1,0,0,0,0,37,0
26,1,73312,8,3,2,1,0,0,0,0,15,0
43,1,172364,0,2,1,0,0,0,0,0,48,0
47,1,99911,13,5,1,0,0,0,0,0,55,0
58,4,105592,2,4,7,4,0,1,0,0,40,0
55,1,183580,1,4,6,4,0,1,0,0,38,0
62,0,223447,13,1,0,0,0,1,0,0,40,10
20,1,165201,1,3,5,2,0,0,0,0,4,0
29,4,227890,6,3,3,0,1,1,0,0,40,0
48,1,148549,6,3,1,0,0,1,0,0,50,0
60,4,153356,0,1,9,0,1,1,2597,0,55,0
29,1,55390,9,3,11,0,0,1,0,0,45,0
46,1,266337,10,1,6,1,0,1,0,0,40,0
58,1,212534,0,4,6,4,0,1,0,0,40,0
35,4,171968,0,2,7,0,0,1,0,0,70,0
60,1,163729,0,1,11,1,0,0,2597,0,40,0
54,1,141663,0,4,5,4,0,1,0,0,40,0
35,1,261293,7,3,9,0,0,1,0,0,60,0
59,2,186308,7,4,3,4,0,1,0,0,50,0
42,1,190543,1,4,11,5,0,0,0,0,40,0
65,1,90377,10,4,10,4,0,1,6767,0,60,0
34,1,309513,0,4,2,4,0,1,0,0,40,0
23,1,495888,0,3,4,0,0,1,0,0,40,29
30,1,342709,0,4,11,4,0,1,0,0,40,0
25,1,236977,0,2,6,2,0,1,0,0,40,2
18,1,145005,1,3,4,2,0,1,0,0,20,0
23,1,91733,6,3,11,2,0,0,3325,0,40,0
29,1,327779,1,4,8,4,0,1,0,0,20,0
39,1,202027,5,4,3,4,0,1,0,0,45,0
30,1,283767,0,4,5,4,0,1,0,0,40,1
33,5,128016,0,0,9,1,0,0,0,0,40,0
52,1,74024,7,4,3,4,0,1,0,0,45,0
31,1,33117,0,1,1,0,0,1,0,0,50,0
47,2,100818,0,4,5,5,0,0,0,0,40,0
18,0,271935,8,3,0,3,0,0,0,0,20,0
18,0,256179,1,3,0,2,0,1,594,0,10,0
44,1,112517,7,4,11,4,0,1,0,0,20,0
38,0,104094,1,4,0,4,0,1,0,0,15,0
28,1,264498,6,3,3,0,0,0,0,0,40,0
54,1,115284,6,1,1,1,0,1,0,0,45,0
23,1,257509,1,3,9,0,0,1,0,0,25,0
24,1,329852,0,3,2,0,0,1,0,0,40,0
39,1,204501,7,4,1,4,0,1,0,0,50,0
56,1,398067,0,0,5,0,0,0,0,0,40,0
45,1,320192,11,4,4,5,0,0,0,0,40,0
51,1,243361,1,0,5,1,0,0,0,0,45,0
31,1,142675,1,3,1,2,0,1,0,0,40,0
51,1,145409,1,4,6,4,0,1,3103,0,48,0
26,1,214413,8,3,2,1,0,1,6497,0,48,0
27,6,273929,0,3,10,2,0,1,0,0,40,0
43,1,373403,10,4,6,4,0,1,0,0,40,0
31,1,112062,6,3,3,0,0,0,0,0,40,0
57,1,173796,0,4,7,4,0,1,0,1887,40,0
58,1,212864,0,1,8,0,0,1,0,0,40,0
55,1,143266,0,1,5,1,0,1,0,0,25,0
34,1,203488,1,4,7,4,0,1,0,0,40,0
77,1,123959,0,0,5,0,0,0,0,0,32,0
62,1,232308,6,4,1,4,0,1,0,0,40,0
41,1,32878,6,4,3,4,0,1,0,0,45,0
46,3,106252,1,1,5,0,0,0,0,0,40,0
64,1,631947,3,4,5,4,0,1,0,0,40,0
51,3,27166,0,4,11,4,0,1,0,0,40,0
30,1,196396,1,3,2,0,0,1,0,0,40,0
53,1,68684,0,4,7,4,0,1,0,0,40,0
26,1,28856,6,3,11,0,0,0,0,0,40,0
35,1,112512,0,0,4,2,0,0,0,0,40,0
41,1,103980,1,4,3,4,0,1,0,0,52,0
51,1,64643,0,3,10,0,0,1,0,0,60,1
34,1,204461,6,4,3,4,0,1,0,0,55,0
56,4,236731,11,2,1,0,0,1,0,0,25,1
42,1,30824,7,1,3,0,0,0,2354,0,16,0
21,1,199444,0,3,5,2,0,0,0,0,44,0
46,1,192963,6,4,5,4,2,1,0,2415,35,8
61,6,192060,6,2,3,0,0,1,0,0,30,1
55,1,147653,6,1,5,1,0,0,0,0,73,0
46,1,132912,0,4,9,4,0,1,0,0,45,0
47,1,142061,1,1,1,1,0,0,0,0,40,0
53,1,278114,2,4,1,4,0,1,0,0,40,0
45,1,167617,1,4,4,4,0,1,0,0,40,0
47,1,343742,0,2,6,1,1,1,0,0,40,0
54,2,32778,0,0,1,0,0,0,0,0,40,0
63,1,181828,0,4,9,4,0,1,0,0,48,1
36,3,186934,6,4,5,4,0,1,0,1848,55,0
81,0,89015,0,4,0,4,0,1,0,0,18,0
43,1,483450,14,4,1,4,0,1,0,0,40,2
43,2,182254,1,1,5,1,0,0,0,0,40,0
32,2,317647,0,3,7,2,0,1,0,0,40,0
40,1,192344,6,4,5,4,0,1,0,0,40,0
40,1,168071,9,1,3,0,0,1,0,0,50,0
28,1,115971,1,1,5,1,0,0,0,0,40,0
28,1,286452,3,3,2,1,0,0,0,0,40,0
27,4,37302,8,4,1,4,0,1,0,0,50,0
38,1,229009,0,4,4,4,0,1,0,0,45,0
20,1,130840,0,3,6,2,0,1,0,0,20,0
46,0,148489,0,5,0,0,2,1,0,0,40,8
19,1,206777,0,3,8,3,0,1,0,0,40,0
57,1,173580,1,0,2,1,0,0,0,0,40,0
45,1,179135,0,1,5,0,0,0,0,0,40,0
21,1,189749,1,3,9,2,0,1,0,0,40,0
41,1,170299,10,1,3,1,0,0,0,0,43,0
36,1,111268,9,1,9,1,0,0,0,0,40,0
56,1,188856,6,3,1,0,0,0,8614,0,55,0
20,2,349365,0,3,4,0,0,0,0,0,40,0
28,1,221366,1,3,6,2,0,1,0,0,40,0
25,1,120450,0,3,4,0,0,1,0,0,40,0
53,1,548361,0,4,6,4,0,1,0,0,40,0
25,4,257574,6,3,5,0,1,0,0,0,20,0
80,1,157778,7,0,3,0,0,0,0,0,10,0
58,1,172333,0,4,9,4,0,1,7688,0,40,0
90,1,52386,1,3,4,0,2,1,0,0,35,0
40,1,182217,1,4,4,5,0,0,0,0,40,37
42,0,116632,1,4,0,4,0,1,0,0,60,0
58,1,205410,0,4,2,4,0,1,0,0,40,0
33,1,55291,7,4,1,4,0,1,0,0,40,0
27,1,122922,6,3,9,0,0,0,0,0,40,0
33,4,295621,6,4,3,4,1,1,0,0,25,0
25,1,150553,14,5,5,1,2,0,0,0,40,4
22,1,310152,1,3,4,0,0,1,3325,0,40,0
24,1,107801,0,3,5,2,0,0,0,0,40,0
33,1,318982,1,4,1,4,0,1,0,0,45,0
43,1,313022,0,4,2,4,1,1,4386,0,40,0
31,3,281540,9,4,11,4,0,1,0,0,45,0
41,3,130760,6,4,11,4,0,1,0,0,24,0
20,1,219122,1,3,4,0,0,1,0,0,40,0
29,1,134331,3,4,6,4,0,1,0,0,40,0
28,1,119545,1,4,1,2,0,1,7688,0,50,0
58,6,34878,6,1,3,0,0,0,0,0,50,0
61,1,95500,0,4,7,4,0,1,0,0,40,0
35,1,298635,6,3,9,0,2,1,0,0,50,0
33,1,172664,1,4,1,4,0,1,0,0,70,0
29,1,200928,0,4,1,4,0,1,0,0,40,0
55,1,104996,2,4,7,4,0,1,0,0,50,0
29,2,382272,6,3,6,0,0,1,0,0,40,0
57,1,182028,9,0,5,0,0,0,0,0,35,0
36,2,747719,5,4,3,5,0,0,15024,0,50,0
28,1,266070,1,3,1,0,0,0,0,0,40,0
44,1,169397,0,4,6,4,0,1,0,0,40,0
26,1,181666,1,4,2,5,0,0,0,0,40,0
23,1,195767,0,3,6,0,0,1,0,0,40,0
18,0,267399,13,3,0,2,0,0,0,0,12,0
52,1,139671,1,4,1,4,0,1,0,1977,50,0
27,3,409815,1,3,5,1,1,0,0,0,40,0
20,1,334633,0,1,5,0,0,0,0,0,40,0
21,1,107895,1,3,5,0,0,1,0,0,35,0
31,1,178623,6,3,3,0,1,0,14084,0,60,0
32,1,86808,1,3,4,2,0,0,0,0,38,0
61,1,80896,0,2,7,1,2,1,0,0,45,0
50,6,117496,0,4,5,5,0,0,7298,0,30,0
32,1,129020,0,4,1,4,0,1,0,0,40,0
40,1,168071,0,3,6,2,0,1,0,0,28,0
56,1,139616,6,1,1,0,0,1,0,0,45,0
30,4,250499,1,4,5,5,0,0,0,0,55,0
20,1,210781,1,3,5,2,0,0,0,0,35,0
43,3,347720,6,3,11,0,0,1,0,0,50,0
39,1,160623,9,3,6,2,0,1,0,0,40,0
44,1,92649,0,4,6,5,0,0,0,0,40,0
52,1,72743,0,5,5,0,0,0,0,0,50,0
33,1,118500,1,1,1,1,0,0,0,0,40,0
45,1,189802,1,1,5,0,0,0,0,0,40,0
21,1,188923,1,3,9,2,0,0,0,0,55,0
20,6,163965,0,3,4,1,1,0,0,0,40,0
37,4,138940,8,3,10,2,0,1,0,0,37,0
52,5,138497,6,4,1,4,0,1,0,0,60,0
32,1,251701,9,3,3,0,0,1,0,0,40,1
50,1,313321,9,1,9,0,0,0,0,0,40,0
43,4,237670,10,1,1,0,0,1,0,0,25,0
22,1,145477,0,3,8,2,4,1,0,0,40,0
64,5,272531,0,4,6,4,0,1,0,0,40,0
20,1,282579,1,3,4,0,0,1,0,0,40,0
59,5,349910,9,4,6,4,0,1,0,0,40,0
45,1,138626,10,1,1,0,0,1,2174,0,50,0
55,1,171015,1,3,5,2,0,0,0,0,36,0
49,4,43348,4,3,3,0,0,1,99999,0,70,0
34,1,180284,1,4,10,4,0,1,0,0,40,0
26,2,53903,0,3,6,1,0,1,0,0,50,0
38,1,187346,0,3,9,2,0,0,0,0,40,0
30,2,158291,6,3,5,0,0,1,0,0,40,0
36,1,233571,1,1,1,0,0,0,0,0,4,0
42,3,91468,0,1,5,0,0,0,0,0,40,0
55,1,308118,6,0,2,1,0,0,0,0,40,1
33,1,189368,1,4,7,4,1,1,0,0,40,0
70,1,221603,1,0,9,0,0,0,0,0,34,0
25,1,158662,0,4,5,5,0,0,0,0,50,0
27,1,233421,1,3,5,2,0,1,0,0,20,0
45,0,27184,0,0,0,1,0,0,0,0,38,0
36,1,95336,0,4,11,4,0,1,0,0,45,0
39,2,122011,7,4,3,5,0,0,5178,0,38,0
20,1,161978,0,2,2,2,0,1,0,0,40,0
44,2,183829,6,3,5,0,0,0,0,0,38,0
41,1,121055,0,1,7,0,0,1,0,0,40,0
65,2,29276,2,0,4,3,0,0,0,0,24,0
60,4,264314,1,4,1,4,0,1,0,0,35,31
35,1,289106,9,2,9,1,0,1,0,0,40,0
41,6,352056,9,3,1,0,0,1,0,0,40,0
30,1,312667,1,4,6,4,0,1,0,0,40,0
40,1,163215,6,1,1,0,0,0,10520,0,40,0
37,1,230035,0,4,6,4,0,1,0,0,46,0
48,1,80651,0,1,2,0,0,0,0,0,55,0
46,4,182541,0,4,10,4,0,1,0,1672,50,0
75,4,213349,0,4,10,4,0,1,0,0,20,0
52,0,115209,5,5,0,1,2,0,0,0,40,4
30,3,48458,1,3,5,2,1,0,0,0,40,0
44,1,230592,6,3,11,0,0,1,0,0,35,0
41,3,263339,0,4,7,4,0,1,0,0,40,0
33,3,319560,10,1,6,1,1,0,0,0,40,0
33,6,33727,7,4,3,5,0,0,0,0,40,0
31,1,261943,1,4,1,4,0,1,0,0,40,0
45,1,338105,1,4,6,4,2,1,0,0,40,4
60,1,187124,0,4,2,4,0,1,0,0,40,0
64,2,111795,6,4,6,4,0,1,0,0,45,0
30,1,100734,6,4,3,5,0,0,0,0,38,0
66,5,179951,6,4,1,4,0,1,0,0,70,0
40,4,99651,1,4,3,4,0,1,0,0,60,0
28,1,184831,1,4,1,4,0,1,0,0,40,0
40,4,117721,0,4,10,4,0,1,0,0,60,0
59,1,99131,0,0,3,0,0,0,0,0,18,0
20,1,637080,1,3,9,0,0,1,0,0,25,0
34,1,200117,3,4,6,4,0,1,0,0,40,0
31,1,218322,1,3,4,0,0,1,0,0,30,0
30,1,111415,6,4,1,4,0,1,0,0,45,0
57,5,37345,5,4,3,4,0,1,0,0,36,0
25,1,356344,6,3,5,2,0,0,0,0,40,0
55,1,171780,9,1,9,1,1,0,0,0,30,0
37,1,95855,0,1,12,1,0,0,0,0,40,0
50,1,302372,6,4,3,4,0,1,0,0,40,0
36,1,484024,0,1,2,1,0,1,0,0,40,0
31,5,149726,0,4,6,4,0,1,0,0,50,0
21,1,315065,2,3,4,3,0,1,0,0,48,2
48,1,36503,1,4,1,4,0,1,0,0,40,0
75,0,222789,6,0,0,0,0,0,0,0,6,0
48,1,160647,1,3,1,0,0,0,0,0,40,23
45,1,162606,0,1,9,0,0,0,0,0,35,0
60,1,139391,1,5,2,0,0,1,0,0,50,0
22,1,119359,6,3,1,2,2,0,0,0,40,0
30,4,243665,0,4,9,4,0,1,0,0,50,0
52,1,84278,1,4,1,4,0,1,7688,0,55,1
39,1,70240,1,4,9,5,2,0,0,0,40,8
47,1,107460,0,2,1,1,0,0,0,0,37,0
43,1,313181,0,1,5,3,1,1,0,0,38,0
55,1,276229,1,1,11,0,0,0,0,0,40,0
25,6,244408,6,3,11,1,2,0,0,0,40,4
27,1,138705,0,4,6,4,0,1,0,0,53,0
32,1,29933,6,4,8,4,0,1,0,0,50,0
46,5,161386,14,4,5,5,0,0,0,0,50,0
29,1,240738,0,4,3,4,0,1,0,0,40,0
35,0,226379,0,4,0,3,0,0,0,0,25,0
30,1,87469,0,3,4,0,0,1,0,0,40,0
35,1,90273,2,4,2,4,0,1,0,0,40,1
56,1,200316,1,4,5,4,0,1,0,0,35,0
36,1,220696,0,1,2,0,0,1,0,0,40,0
47,1,155659,0,4,1,4,0,1,0,0,60,0
44,1,174373,9,4,6,4,0,1,0,0,40,0
47,6,165822,1,1,7,1,0,1,0,0,40,0
77,6,177550,6,4,5,4,0,1,3818,0,14,0
17,1,365613,3,3,4,2,0,1,0,0,10,10
20,0,214635,1,3,0,2,0,1,0,0,24,0
33,1,452924,0,4,2,4,3,1,0,0,40,2
38,1,153976,0,4,6,4,0,1,0,0,40,0
18,1,703067,8,3,9,2,0,1,0,0,20,0
60,4,218085,0,4,4,5,1,0,0,0,50,0
35,1,127306,10,3,5,2,0,0,14344,0,40,0
45,1,247043,8,4,6,4,0,1,0,0,42,0
35,5,65624,6,4,1,4,0,1,0,0,50,0
37,1,176073,1,1,6,0,0,1,0,0,50,0
37,2,150566,0,2,6,0,0,1,0,0,44,0
23,1,208908,6,3,4,0,0,0,0,0,30,0
19,1,272800,13,3,5,2,0,0,0,0,25,0
46,1,172581,6,4,1,4,0,1,0,1902,50,0
32,1,256609,13,4,2,4,0,1,0,0,40,2
35,1,239755,6,3,4,0,0,1,0,0,38,0
34,1,213226,6,4,3,4,0,1,0,0,40,15
25,1,254781,6,3,1,0,0,0,0,0,40,0
39,1,278403,0,4,7,4,0,1,0,0,65,0
46,1,147640,12,4,7,4,4,1,0,1902,40,0
25,1,212495,6,3,1,2,0,1,0,1340,40,0
55,4,147098,14,4,6,4,0,1,0,0,50,0
33,1,159888,0,4,7,4,0,1,0,0,40,0
44,1,118550,0,1,4,1,0,0,0,0,33,0
29,1,192283,1,3,4,3,0,0,0,0,20,0
37,1,151771,2,4,6,4,0,1,0,0,40,0
50,6,212685,0,4,4,4,1,1,0,0,40,0
26,1,76996,1,3,2,0,1,0,0,0,38,0
26,1,57600,6,4,3,4,0,1,0,0,40,0
44,6,409505,6,1,12,0,0,1,0,0,40,0
21,1,162228,0,3,9,2,0,1,0,0,30,0
30,1,110239,3,4,7,4,0,1,0,0,55,0
44,1,77313,0,1,5,1,0,0,0,0,40,0
26,1,199600,0,3,9,0,1,1,0,0,40,0
57,4,25124,0,4,4,4,0,1,0,0,60,0
55,1,255364,1,4,3,4,0,1,0,0,40,0
24,2,390867,7,3,3,0,1,0,0,0,40,0
37,4,103925,6,4,9,5,0,0,0,0,50,0
45,6,318280,0,0,12,0,0,1,0,0,40,0
29,5,156815,0,4,4,4,0,1,0,0,40,0
49,1,133729,1,4,4,4,0,1,0,0,17,0
47,1,481987,0,4,4,4,0,1,0,0,40,0
41,1,320744,6,4,3,4,0,1,0,0,40,0
34,1,351810,6,3,3,0,0,0,0,0,45,22
38,2,31352,1,1,12,1,4,0,0,0,40,0
23,6,117618,6,3,3,2,0,1,0,0,24,0
61,4,315977,0,4,7,4,1,1,0,0,40,0
20,1,174714,1,3,4,2,0,1,0,0,20,0
26,1,210714,0,4,7,4,0,1,0,0,52,0
24,1,284317,6,3,2,0,0,0,0,0,32,0
47,1,71221,0,1,2,1,0,0,0,0,60,0
27,2,291196,6,3,3,0,1,1,0,0,40,0
63,0,221592,0,4,0,4,0,1,0,0,40,0
37,1,119098,6,4,3,4,0,1,0,0,50,0
38,3,338320,5,4,3,4,0,1,0,1977,50,0
49,1,250733,0,4,6,4,0,1,0,0,46,0
30,1,143392,6,4,5,5,0,0,0,0,40,0
28,6,33662,7,4,3,5,0,0,7298,0,40,0
32,1,174704,8,3,4,0,1,1,0,0,40,0
40,1,121956,6,5,3,0,2,1,13550,0,40,24
19,1,552354,13,3,2,2,0,1,0,0,40,0
69,6,122850,3,4,1,4,0,1,0,0,20,0
52,1,198824,10,2,4,1,0,0,0,0,35,0
44,1,183342,5,4,1,4,0,1,0,0,55,0
30,1,87561,9,3,11,0,0,0,0,0,40,0
20,1,60639,1,3,9,2,0,0,0,0,28,0
35,1,342824,0,3,11,0,0,0,1151,0,40,0
47,4,315110,1,4,3,4,0,1,0,0,20,0
23,1,208598,1,3,9,0,0,1,0,0,45,0
29,1,247053,0,2,4,0,0,0,0,0,40,0
17,1,224073,8,3,9,2,0,1,0,0,20,0
57,0,188877,14,1,0,0,0,1,0,0,40,0
44,1,242861,0,4,7,4,0,1,0,0,40,0
29,1,110134,1,1,2,0,0,1,0,0,40,0
49,1,305657,2,4,2,4,0,1,0,0,40,0
21,0,479482,1,3,0,2,0,0,0,0,40,0
28,1,298696,6,3,5,2,0,0,0,0,40,0
52,1,118025,6,4,1,4,0,1,99999,0,50,0
37,4,187411,6,4,7,4,0,1,0,0,50,1
53,5,55139,7,4,1,4,0,1,0,0,40,0
36,1,182013,1,1,11,1,0,0,0,0,40,0
55,1,436861,7,1,3,0,0,0,14084,0,40,0
29,6,419722,9,3,5,0,0,1,3674,0,40,0
37,1,336880,1,4,7,4,0,1,0,0,50,0
39,1,318452,8,4,3,4,0,1,0,0,60,0
90,1,311184,6,4,9,4,0,1,0,0,20,1
22,1,341610,1,3,9,0,0,1,0,0,35,1
34,1,190385,7,3,3,0,0,0,0,0,40,0
34,1,150324,6,4,3,4,0,1,0,0,40,0
17,6,195262,8,3,6,2,0,1,0,0,35,0
40,1,176286,0,4,6,4,0,1,0,0,40,0
42,1,183319,12,4,4,4,0,1,0,0,40,29
58,2,110517,4,4,3,4,2,1,4064,0,40,7
47,1,266275,0,1,4,1,0,0,0,0,40,0
43,1,186188,1,1,5,1,0,0,0,0,40,0
21,1,118693,1,3,8,2,0,1,0,0,40,0
52,1,145548,9,4,12,4,0,1,0,0,40,0
41,1,220460,9,4,9,4,0,1,0,0,20,0
29,3,59932,6,3,3,0,0,0,0,0,40,0
53,1,218311,0,1,9,0,0,0,0,0,35,0
29,1,54411,0,3,10,0,0,1,0,0,50,1
23,1,217961,1,3,8,2,0,1,0,0,15,0
66,1,101607,0,1,2,0,0,1,0,0,10,0
37,1,87076,0,3,2,2,0,1,0,0,40,0
32,6,113838,1,4,12,4,0,1,0,0,99,0
67,5,116986,13,4,1,4,0,1,0,0,20,0
37,3,160910,0,4,6,4,0,1,0,0,40,0
20,1,194138,8,3,6,2,0,1,0,0,20,0
61,0,166855,6,4,0,4,0,1,0,0,10,0
28,1,233275,6,3,3,0,0,1,0,0,45,0
18,1,294253,0,3,4,2,0,0,0,0,27,0
33,6,222654,1,4,8,4,0,1,0,0,66,1
41,1,219591,0,3,5,2,0,1,0,0,40,0
19,1,28790,1,3,4,0,0,0,0,0,40,0
76,1,199949,6,4,5,4,0,1,20051,0,50,0
34,1,137088,0,4,6,3,4,1,0,0,40,0
44,1,79531,10,4,6,4,0,1,0,0,40,0
24,1,133520,1,3,9,2,0,0,0,0,15,0
18,1,276540,13,3,9,2,1,0,0,0,15,0
18,1,27780,0,3,9,2,0,0,0,0,25,0
22,1,333158,0,3,2,0,0,0,0,0,48,0
56,4,201318,14,4,1,3,0,1,3411,0,50,31
41,1,190591,0,2,4,1,1,0,0,0,20,0
32,0,647882,0,4,0,4,0,1,0,0,40,1
22,1,185452,6,3,1,2,0,0,0,0,40,0
31,1,38158,1,4,9,4,0,1,0,0,40,0
46,1,358533,1,4,12,4,1,1,0,0,40,0
21,1,202871,0,3,2,2,0,1,0,0,20,0
19,0,308064,0,3,0,0,1,0,0,0,40,0
39,4,163204,0,4,9,4,0,1,0,0,40,0
34,1,173495,0,1,7,0,0,1,0,0,40,0
32,4,180303,6,1,6,1,2,1,0,0,47,15
27,1,51025,0,3,4,0,0,0,0,0,40,0
41,1,176452,0,3,4,2,0,1,0,0,40,25
43,5,83348,0,4,6,4,0,1,0,0,60,0
57,2,111224,6,1,2,0,1,1,0,0,39,0
41,1,115411,1,1,9,2,0,1,2174,0,45,0
23,1,352139,1,3,4,0,0,0,0,0,24,0
41,6,153132,9,2,6,0,0,1,0,0,50,0
30,1,236993,1,3,5,1,0,0,0,0,30,0
46,6,183168,6,1,3,1,0,0,0,0,43,0
31,1,303851,0,4,7,4,0,1,0,0,50,0
21,1,337766,1,4,5,4,0,1,0,0,40,0
39,4,174308,0,4,1,4,0,1,0,0,40,0
56,3,155238,0,4,5,4,0,1,0,0,40,0
63,1,100099,0,5,6,0,0,1,0,0,40,0
42,1,144995,15,3,8,0,0,1,0,0,25,0
20,1,194848,1,3,6,2,0,1,0,0,40,0
18,1,188076,8,3,4,2,0,0,0,0,20,0
32,1,180871,10,1,9,0,0,1,0,0,50,0
22,1,184756,1,3,9,2,0,0,0,0,30,0
47,5,101926,6,1,1,0,0,1,0,0,70,0
40,3,121012,6,4,5,4,0,1,7298,0,48,0
69,0,254834,6,4,0,4,0,1,10605,0,10,0
44,1,303521,1,1,6,0,0,1,0,0,40,0
36,1,176634,6,4,9,5,0,0,0,0,35,0
40,1,116103,1,2,6,1,0,1,4934,0,47,0
27,1,587310,2,3,4,3,0,1,0,0,35,32
36,2,137421,10,4,11,4,2,1,0,0,37,20
51,1,289436,6,4,1,4,0,1,0,0,60,0
35,1,227571,2,4,8,4,0,1,0,0,40,2
53,4,175456,1,4,10,4,0,1,0,0,30,0
29,1,54932,0,4,2,4,0,1,0,0,40,0
39,1,164712,1,3,7,1,0,1,0,0,40,0
23,6,177265,0,3,4,2,0,0,0,0,45,0
18,0,279288,3,3,0,3,0,0,0,0,30,0
53,6,321770,0,5,7,3,0,0,0,0,35,0
36,1,217077,0,4,9,4,0,1,0,0,50,0
46,1,42972,7,4,3,5,0,0,0,0,22,0
46,3,340718,8,0,5,0,0,0,0,0,40,0
40,1,170019,0,3,4,0,0,1,0,0,40,1
27,1,101618,0,4,1,4,0,1,0,0,50,0
50,1,40623,1,1,9,0,0,0,0,0,40,0
35,1,123606,1,4,8,4,0,1,0,0,40,0
29,1,152503,1,3,8,0,1,1,0,0,45,0
28,1,334368,1,2,5,0,0,0,0,0,40,0
39,6,143385,0,4,6,4,0,1,0,0,40,0
54,4,154785,6,1,1,0,0,1,0,0,50,0
43,1,69758,9,4,11,4,2,1,0,0,40,0
30,1,115963,8,4,6,4,0,1,0,0,40,0
32,3,191385,9,1,12,0,0,1,2174,0,40,0
26,5,66872,13,4,9,4,3,1,0,0,98,27
35,1,214896,0,1,5,0,0,0,0,0,45,0
52,1,181677,3,4,7,4,0,1,0,0,30,0
45,1,204205,2,1,2,0,0,1,0,0,48,0
37,1,342768,0,4,6,4,0,1,0,0,40,0
41,1,178002,0,4,5,5,0,0,0,0,40,0
73,1,284680,0,1,4,0,0,0,0,0,20,0
